theta_deg,sum_db,diff_db
81.5000,-28.894789,-12.205825
81.7500,-29.454201,-12.489313
82.0000,-30.018265,-12.771421
82.2500,-30.586990,-13.051871
82.5000,-31.160336,-13.330198
82.7500,-31.738365,-13.606094
83.0000,-32.320805,-13.879211
83.2500,-32.907501,-14.149060
83.5000,-33.498444,-14.415301
83.7500,-34.093197,-14.677458
84.0000,-34.691490,-14.935104
84.2500,-35.293121,-15.187787
84.5000,-35.897301,-15.435020
84.7500,-36.503490,-15.676360
85.0000,-37.111073,-15.911283
85.2500,-37.718826,-16.139238
85.5000,-38.325577,-16.359703
85.7500,-38.930237,-16.572287
86.0000,-39.530865,-16.776360
86.2500,-40.125206,-16.971367
86.5000,-40.711514,-17.156872
86.7500,-41.286644,-17.332268
87.0000,-41.846844,-17.497093
87.2500,-42.389683,-17.650892
87.5000,-42.910194,-17.793108
87.7500,-43.404179,-17.923262
88.0000,-43.866852,-18.041080
88.2500,-44.292206,-18.145988
88.5000,-44.676155,-18.237709
88.7500,-45.011856,-18.315889
89.0000,-45.295341,-18.380268
89.2500,-45.521698,-18.430593
89.5000,-45.686020,-18.466660
89.7500,-45.786026,-18.488333
90.0000,-45.819710,-18.495590
